X,Y,LATITUDE,LONGITUDE,fid,LIGHTSTYLE,ShortNumbe,OPERATOR,STATUS,DISTRICT,LOCATION,ROAD,EAST,NORTH,LUMINOUS,MODEL,SCALE_X,SCALE_Y,SCALE_Z,HubDist,BEARING
393447.8827,5820368.609,52.52299293,13.42948768,s_oeffbeleucht.168865,44797-2110016-00,16,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393447.8827,5820368.609,Light pole with twin bracket,/Assets/Models/Berlin/Street_Light_Models/Object35.prefab,1.048749,1.048749,1.048749,9.444464901,95.1962
393437.2,5820194,52.52142167,13.42938627,s_oeffbeleucht.168886,44797-2110037-00,37,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393437.1749,5820193.237,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.221176451,100.014
393447.5248,5820174.149,52.52124529,13.42954475,s_oeffbeleucht.168887,44797-2110038-00,38,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393447.5248,5820174.149,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,6.138535531,231.0462
393440.3538,5820219.265,52.52164933,13.42942464,s_oeffbeleucht.168888,44797-2110039-00,39,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393440.3538,5820219.265,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.263781049,90.4562
393462.9925,5820171.052,52.52122048,13.42977362,s_oeffbeleucht.168889,44797-2110040-00,40,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393462.9925,5820171.052,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,6.866517687,277.1921
393442.3347,5820244.71,52.52187839,13.42944566,s_oeffbeleucht.168890,44797-2110041-00,41,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393442.3348,5820244.71,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,6.92237166,97.1788
393443.8419,5820269.059,52.5220975,13.42946006,s_oeffbeleucht.168892,44797-2110043-00,43,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393443.8419,5820269.059,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,6.970344257,94.7435
393445.5095,5820293.75,52.52231972,13.42947672,s_oeffbeleucht.168894,44797-2110045-00,45,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393445.5096,5820293.75,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,6.911696051,95.2373
393447.1361,5820318.175,52.52253954,13.42949285,s_oeffbeleucht.168896,44797-2110047-00,47,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393447.1361,5820318.175,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,6.936447443,93.4992
393448.3483,5820343.157,52.52276429,13.4295027,s_oeffbeleucht.168898,44797-2110049-00,49,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393448.3484,5820343.157,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.315179377,90.2976
393459.1794,5820430.346,52.52354995,13.42963433,s_oeffbeleucht.168900,44797-2110051-00,51,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393459.1794,5820430.346,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.543738362,91.71554
391005.7772,5819444.443,52.5142048,13.39381074,s_oeffbeleucht.169034,44799-2110015-00,15,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391005.7772,5819444.443,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,8.652070546,175.717
391035.0659,5819427.573,52.51405905,13.39424769,s_oeffbeleucht.169035,44799-2110016-00,16,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391035.0659,5819427.573,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,9.26898521,358.055
391036.4864,5819445.947,52.51422445,13.3942626,s_oeffbeleucht.169036,44799-2110017-00,17,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391036.4864,5819445.947,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,9.044373484,179.4134
391061.6,5819428,52.51406819,13.3946384,s_oeffbeleucht.169037,44799-2110018-00,18,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391062.3121,5819427.8,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,0.153742991,0.4048548
391064.8215,5819447.438,52.51424352,13.39467949,s_oeffbeleucht.169038,44799-2110019-00,19,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391064.8215,5819447.438,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,9.486951973,179.4907
391091.1,5819428,52.51407408,13.39507294,s_oeffbeleucht.169039,44799-2110020-00,20,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391091.1258,5819429.007,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,10.12766322,356.3593
391090.9335,5819448.967,52.51426247,13.39506362,s_oeffbeleucht.169040,44799-2110021-00,21,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391090.9335,5819448.967,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,9.822190817,177.3005
391118.9,5819431,52.5141066,13.39548146,s_oeffbeleucht.169041,44799-2110022-00,22,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391118.4304,5819431.1,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,9.274710319,356.6373
391119,5819451,52.51428635,13.39547638,s_oeffbeleucht.169042,44799-2110023-00,23,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391118.9532,5819451.172,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,10.66866098,171.0558
391150.2,5819436,52.51415778,13.39594088,s_oeffbeleucht.169043,44799-2110024-00,24,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391150.184,5819436.363,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,8.692639003,349.7208
392275.5515,5820154.851,52.52084145,13.41228469,s_oeffbeleucht.169194,44805-2110001-00,1,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,392275.5515,5820154.851,General electrical lighting,/Assets/Models/Berlin/Street_Light_Models/Object19.prefab,1.5,3.2,1.5,12.46557818,142.8661
392180.5662,5820099.301,52.52032346,13.41090334,s_oeffbeleucht.169207,44805-2110009-00,9,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,392180.5662,5820099.301,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,18.94887117,203.6396
392165.4452,5820087.886,52.52021788,13.41068427,s_oeffbeleucht.169211,44805-2110013-00,13,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,392165.4452,5820087.886,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,2.512234576,200.6483
391971.5946,5819908.026,52.51856314,13.40788686,s_oeffbeleucht.169231,44805-2110034-00,34,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,391971.5947,5819908.026,Light pole with quadruple bracket,/Assets/Models/Berlin/Street_Light_Models/Object13.prefab,2,3.9,2,1.01365666,328.3416
391951.9606,5819892.856,52.51842292,13.40760255,s_oeffbeleucht.169233,44805-2110036-00,36,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,391951.9606,5819892.856,Light pole with quadruple bracket,/Assets/Models/Berlin/Street_Light_Models/Object13.prefab,2,3.9,2,14.26797961,322.3276
391897.1947,5819863.85,52.51815139,13.40680518,s_oeffbeleucht.169235,44805-2110038-00,38,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,391897.1947,5819863.85,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,9.175280749,325.1438
393244.8889,5820452.85,52.52371025,13.42646985,s_oeffbeleucht.168916,44797-2110067-00,67,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393244.8889,5820452.85,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,7.014749068,202.8209
393274.3792,5820436.972,52.52357333,13.42690944,s_oeffbeleucht.168918,44797-2110069-00,69,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393274.3792,5820436.972,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.936422821,207.547
393302.669,5820419.322,52.52342026,13.42733192,s_oeffbeleucht.168919,44797-2110070-00,70,Electricity,Renovation (in operation),Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393302.669,5820419.322,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,14.88626074,248.6908
393448.8952,5820518.377,52.52433906,13.42945459,s_oeffbeleucht.168924,44797-2110087-00,87,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393448.8952,5820518.377,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,39.58764751,296.3047
393439.5763,5820485.231,52.52403936,13.42932791,s_oeffbeleucht.168925,44797-2110088-00,88,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393439.5764,5820485.231,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,39.14925138,278.9014
393435.4316,5820459.734,52.52380941,13.42927502,s_oeffbeleucht.168926,44797-2110089-00,89,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Platz der Vereinten Nationen,393435.4316,5820459.734,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,38.22479856,105.3875
391146.2,5819454,52.51431874,13.39587606,s_oeffbeleucht.169044,44799-2110025-00,25,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,391147.1748,5819454.21,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,9.407336678,171.0836
390814.3655,5819417.122,52.51392097,13.39100019,s_oeffbeleucht.169046,44799-2110030-00,30,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390814.3656,5819417.122,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.121945149,353.5659
390813.0108,5819429.432,52.51403132,13.39097619,s_oeffbeleucht.169047,44799-2110031-00,31,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390813.0108,5819429.432,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.262161394,173.7966
390789.2565,5819415.124,52.51389798,13.39063098,s_oeffbeleucht.169048,44799-2110032-00,32,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390789.2565,5819415.124,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.118098191,0.5224
390789.0022,5819427.46,52.51400879,13.39062319,s_oeffbeleucht.169049,44799-2110033-00,33,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390789.0022,5819427.46,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.224080306,177.9665
390762.8328,5819412.873,52.51387246,13.3902425,s_oeffbeleucht.169050,44799-2110034-00,34,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390762.8328,5819412.873,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.24555033,0.3882
390762.5167,5819425.223,52.51398338,13.39023379,s_oeffbeleucht.169051,44799-2110035-00,35,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390762.5168,5819425.223,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.111878906,177.564
390738.6404,5819411.337,52.51385381,13.38988665,s_oeffbeleucht.169052,44799-2110036-00,36,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390738.6405,5819411.337,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.825650813,354.1717
390738.214,5819423.561,52.51396357,13.38987635,s_oeffbeleucht.169053,44799-2110037-00,37,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390738.214,5819423.561,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.398875305,173.5095
390716.3778,5819409.531,52.51383311,13.38955932,s_oeffbeleucht.169054,44799-2110038-00,38,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390716.3778,5819409.531,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.855566631,359.9844
390715.3884,5819421.543,52.51394086,13.3895408,s_oeffbeleucht.169055,44799-2110039-00,39,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390715.3885,5819421.543,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.216930515,173.0917
390977.5649,5819442.879,52.5141851,13.39339568,s_oeffbeleucht.169057,44799-2110502-00,502,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390977.5649,5819442.879,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.102571149,176.2463
390975.5115,5819426.919,52.51404126,13.39337067,s_oeffbeleucht.169058,44799-2110503-00,503,Electricity,In operation,Mitte (REG A),Mitte,JÃ¤gerstraÃŸe,390975.5115,5819426.919,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,7.777149754,358.8396
391353.8446,5818877.693,52.50918109,13.39912297,s_oeffbeleucht.169071,44801-2110002-00,2,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391353.8446,5818877.693,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,11.993511,126.049
391325.7493,5818875.617,52.50915684,13.39870985,s_oeffbeleucht.169072,44801-2110003-00,3,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391325.7494,5818875.617,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,38.1190689,97.509
391298.3715,5818873.669,52.50913387,13.39830725,s_oeffbeleucht.169073,44801-2110004-00,4,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391298.3715,5818873.669,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,40.29504424,264.8398
391270.7745,5818871.611,52.50910988,13.39790146,s_oeffbeleucht.169074,44801-2110005-00,5,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391270.7746,5818871.611,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,12.62643423,267.0263
391242.4129,5818869.566,52.50908584,13.39748441,s_oeffbeleucht.169075,44801-2110006-00,6,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391242.4129,5818869.566,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,15.81343951,84.9564
391210.1256,5818866.84,52.5090549,13.39700976,s_oeffbeleucht.169076,44801-2110007-00,7,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391210.1256,5818866.84,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,2.10343869,81.9618
391182.5074,5818850.047,52.50889848,13.39660848,s_oeffbeleucht.169077,44801-2110008-00,8,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391182.5074,5818850.047,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.95230786,353.4701
391149.804,5818862.296,52.50900203,13.3961228,s_oeffbeleucht.169078,44801-2110009-00,9,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391149.804,5818862.296,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,1.447463145,280.1946
391118.6153,5818844.939,52.50883982,13.39566912,s_oeffbeleucht.169079,44801-2110010-00,10,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391118.6153,5818844.939,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.968478827,354.1982
391088.0734,5818857.38,52.50894552,13.39521521,s_oeffbeleucht.169080,44801-2110011-00,11,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391088.0734,5818857.38,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,7.858445863,175.117
391055.6797,5818840.021,52.50878305,13.39474379,s_oeffbeleucht.169081,44801-2110012-00,12,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391055.6798,5818840.021,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.876008696,354.4621
391026.1047,5818852.617,52.50889033,13.39430407,s_oeffbeleucht.169082,44801-2110013-00,13,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,391026.1047,5818852.617,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.027554121,175.3238
390958.9917,5818847.183,52.50882808,13.39331739,s_oeffbeleucht.169083,44801-2110015-00,15,Electricity,In operation,Mitte (REG A),Mitte,SchÃ¼tzenstraÃŸe,390958.9917,5818847.183,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.309591063,177.6153
393456.6734,5819793.536,52.51782659,13.42980151,s_oeffbeleucht.168479,44676-2110013-00,13,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,BlumenstraÃŸe,393456.6735,5819793.536,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,4.787005811,194.1786
393454.883,5819752.402,52.51745658,13.42978832,s_oeffbeleucht.168480,44676-2110021-00,21,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,BlumenstraÃŸe,393454.883,5819752.402,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,4.069091133,8.9845
393387.1395,5818800.052,52.50888476,13.42909565,s_oeffbeleucht.168486,44681-2110001-00,1,Electricity,Renovation (out of service),Mitte (REG A),Mitte,An der SchillingbrÃ¼cke,393387.1395,5818800.052,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,6.735747328,298.052
393375.2755,5818807.152,52.50894625,13.42891863,s_oeffbeleucht.168487,44681-2110002-00,2,Electricity,In operation,Mitte (REG A),Mitte,An der SchillingbrÃ¼cke,393375.2756,5818807.152,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,7.103991278,298.052
393394.4472,5818812.974,52.50900232,13.42919914,s_oeffbeleucht.168488,44681-2110003-00,3,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393394.4472,5818812.974,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,6.665470858,298.052
393382.3548,5818820.049,52.50906353,13.42901877,s_oeffbeleucht.168489,44681-2110004-00,4,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393382.3548,5818820.049,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,7.350553804,298.052
393401.8845,5818825.903,52.50911996,13.42930454,s_oeffbeleucht.168490,44681-2110005-00,5,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393401.8845,5818825.903,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,6.706533452,298.052
393389.7026,5818832.688,52.50917855,13.42912294,s_oeffbeleucht.168491,44681-2110006-00,6,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393389.7026,5818832.688,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,7.238062537,298.052
393409.1528,5818838.567,52.50923519,13.42940754,s_oeffbeleucht.168492,44681-2110007-00,7,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393409.1528,5818838.567,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,6.738054055,298.052
393397.0644,5818845.535,52.50929545,13.42922726,s_oeffbeleucht.168493,44681-2110008-00,8,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393397.0644,5818845.535,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,7.214997488,298.052
393416.5962,5818851.294,52.50935102,13.42951309,s_oeffbeleucht.168494,44681-2110009-00,9,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393416.5962,5818851.294,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,6.890725632,298.052
393404.4672,5818858.493,52.50941335,13.42933214,s_oeffbeleucht.168495,44681-2110010-00,10,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393404.4672,5818858.493,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,7.220084035,298.052
393423.5973,5818863.684,52.50946374,13.42961224,s_oeffbeleucht.168496,44681-2110011-00,11,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393423.5973,5818863.684,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,6.832257423,298.052
393411.4215,5818870.789,52.50952521,13.42943063,s_oeffbeleucht.168497,44681-2110012-00,12,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393411.4215,5818870.789,Light pole with double bracket,/Assets/Models/Berlin/Street_Light_Models/Object22.prefab,3,3.9,3,7.273275967,298.052
393433.1316,5818879.302,52.50960596,13.42974766,s_oeffbeleucht.168498,44681-2110013-00,13,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393433.1316,5818879.302,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.284714313,300.2923
393419.3769,5818886.72,52.50966993,13.4295427,s_oeffbeleucht.168499,44681-2110014-00,14,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393419.3769,5818886.72,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.340684795,122.9141
393442.7442,5818895.778,52.5097559,13.42988397,s_oeffbeleucht.168500,44681-2110015-00,15,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393442.7442,5818895.778,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.389314913,296.1874
393429.0151,5818902.121,52.50981022,13.42967972,s_oeffbeleucht.168501,44681-2110016-00,16,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393429.0151,5818902.121,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.693259502,120.2598
393451.2895,5818910.074,52.50988605,13.43000525,s_oeffbeleucht.168502,44681-2110017-00,17,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,An der SchillingbrÃ¼cke,393451.2895,5818910.074,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.714983986,301.6977
391931.993,5819908.807,52.51856231,13.4073032,s_oeffbeleucht.169236,44805-2110039-00,39,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,391935.1023,5819917.486,Light pole with quadruple bracket,/Assets/Models/Berlin/Street_Light_Models/Object13.prefab,2,3.9,2,1.33440914,188.1261
391867.7415,5819844.634,52.51797286,13.40637754,s_oeffbeleucht.169237,44805-2110040-00,40,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,391867.7416,5819844.634,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,9.374400686,326.2959
391841.6594,5819827.802,52.51781642,13.40599879,s_oeffbeleucht.169239,44805-2110042-00,42,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,391841.6595,5819827.802,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.885436558,325.9629
391816.9128,5819811.527,52.51766525,13.40563953,s_oeffbeleucht.169241,44805-2110044-00,44,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,391816.9128,5819811.527,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.6670617,328.3165
391789.8828,5819796.223,52.51752236,13.40524632,s_oeffbeleucht.169243,44805-2110046-00,46,Electricity,In operation,Mitte (REG A),Mitte,RathausstraÃŸe,391789.8829,5819796.223,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.484938186,328.0229
