LABEL,bridge,bridge_nam,cycleway_r,highway,lanes,lit,maxspeed,name,oneway,postal_cod,sidewalk,start_date,surface,parking_co,parking_la,note,descriptio,lanes_back,lanes_forw,ref,turn_lanes,cycleway_b,foot,name_pl,name_ru,name_uk,name_zh,electrifie,gauge,level,operator,railway,voltage,cycleway_1,cycleway_l,oneway_bic,smoothness,bicycle,source,cycleway,incline,name_be,name_es,name_he,name_ja,name_la,service,parking_c1,parking_c2,parking_l1,access_lan,destinatio,destinati1,destinati2,name_de,psv_lanes,turn_lane1,lanes_psv_,busway_rig,priority_r,source_max,parking_l2,maxspeed_c,motor_vehi,motorcycle,parking_l3,access_la1,bicycle_la,old_name,bicycle_ro,motor_veh1,traffic_si,vehicle,access,horse,note_de,cycleway_2,cycleway_3,old_name_9,old_name_2,old_name_n,overtaking,maxspeed_t,noname,cycleway_s,protected_,tunnel,destinati3,maxheight,motorroad,cutting,speisebezi,change_lan,parking_l4,parking_c3,bus_lanes_,bus_lanes1,lanes_bus,turn_lane2,lanes_psv,wheelchair,maxweight,segregated,building_p,height,website,destinati4,destinati5,destinati6,destinati7,destinati8,cycleway_4,parking_c4,parking_c5,parking_c6,parking_c7,parking_l5,width,hgv,regulatory,source_nam,change_la1,change_la2,source_ref,loc_name,name_en,name_hu,name_it,name_nl,name_tr,bridge_str,heritage,historic,image,step_count,created_by,old_name_8,old_name_6,old_name_3,indoor,covered,destinati9,bus_lanes,maxheight_,junction,crossing,motorcar,goods,parking_l6,descripti1,ramp,psv,location,parking_c8,parking_c9,parking_10,parking_11,footway,lanes_both,destinat10,destinat11,destinat12,destinat13,paving_sto,cycleway_5,bench,bin,passenger1,public_tra,shelter,tactile_pa,tram,emergency,cycleway_6,car,sidewalk_b,parking_l7,traffic_ca,destinat14,lanes_park,old_name_0,old_name_1,lanes_bus_,levelpart,cycleway_7,destinat15,parking_12,parking_13,parking_14,colonnade_,parking_l8,paving_st1,destinat16,destinat17,destinat18,destinat19,destinat20,destinat21,sidewalk_r,crossing_i,sac_scale,trail_visi,parking_l9,bus,ramp_wheel,oneway_del,destinat22,destinat23,destinat24,destinat25,destinat26,destinat27,parking_21,lanes_psv1,destinat28,destinat29,destinat30,destinat31,destinat32,old_name_4,sidewalk_1,sidewalk_2,sidewalk_3,sidewalk_4,sidewalk_l,sidewalk_5,embedded_r,sidewalk_s,sidewalk_w,parking_22,etymology_,Surf_Type,detail,frequency,passenger_,railway_ba,railway_b1,usage,railway_tr,railway_lz,railway_pz,railway_t1,tracks,electrifi1,loading_ga,disused,alt_name,subway,railway_zb,area,disused_ra,network,maxspeed_n,maxspeed_b,maxspeed_f,maxspeed_1,waterway,opening_ho,phone,seamark_ty,abandoned_,local_ref,wheelchai1,departures,boat,CEMT,canoe,draft,have_river,minpower,sailboat,lock,lock_name,maxlength,maxwidth,passage_ti,seamark_na,vhf,GEOMETRY
Rosenthaler StraÃŸe,,,,tertiary,2,yes,30,Rosenthaler StraÃŸe,,10178,both,,asphalt,,,ErgÃ¤nzungsstraÃŸe mit besonderer Bedeutung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391665.873050769 5820599.199271919, 391658.917155393 5820581.448852697, 391657.996654121 5820579.110166913, 391657.025465991 5820576.627943899, 391645.357954118 5820546.552256422, 391644.129874933 5820543.196639277, 391642.552508493 5820539.392519706)"
Rosa-Luxemburg-StraÃŸe,,,,tertiary,1,,30,Rosa-Luxemburg-StraÃŸe,yes,10178,right,,asphalt,,,Ãœbergeordnete StraÃŸe; Stufe II,Rosa Luxemburg (1871-1919); Polish/German politician; co-founder of the Communist Party of Germany; murdered by a right-wing free corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babelsberger Platz|BÃ¼lowplatz|Horst-Wesser-Platz|Liebknechtplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392137.323137410 5821020.185311254, 392141.682653252 5821006.747308404, 392142.342215347 5821004.340350050, 392151.564552821 5820970.732220382, 392157.776038282 5820964.341705696)"
ReinhardtstraÃŸe,,,,tertiary,3,yes,50,ReinhardtstraÃŸe,,10117,both,,asphalt,,,Ãœbergeordnete StraÃŸe; Stufe III,,2,1,,left|right,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390606.184058631 5820528.117508356, 390599.303385172 5820527.280861763, 390594.004012767 5820525.830254838, 390583.444470567 5820522.861415755, 390556.924149693 5820516.688431813)"
FriedenstraÃŸe,,,,tertiary,,,50,FriedenstraÃŸe,,10249,,,asphalt,,,ErgÃ¤nzungsstraÃŸe mit besonderer Bedeutung,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393155.263468735 5820939.757494616, 393159.000283511 5820931.864450420)"
UniversitÃ¤tsstraÃŸe,,,,tertiary,,,30,UniversitÃ¤tsstraÃŸe,yes,10117,both,,asphalt,,,oneway during construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390933.394305411 5819800.013691270, 390918.367055741 5819981.762425152, 390915.015519022 5819987.022558207, 390911.972216996 5819991.797339302, 390910.739060610 5819993.727634833)"
SchloÃŸplatz,,,,tertiary,2,yes,30,SchloÃŸplatz,,10178,both,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391598.406144005 5819680.317357954, 391584.804600391 5819671.226705328, 391581.063173846 5819668.727917123, 391522.398180141 5819629.522336823, 391515.188932096 5819628.302177894, 391508.553602828 5819630.007003673, 391492.222994693 5819652.490408227, 391487.106835491 5819654.128228388, 391484.720669098 5819654.893257720, 391479.432228492 5819654.576444969, 391473.276343085 5819651.875295329, 391429.648601818 5819623.776821277, 391425.134029168 5819621.929558667)"
Spandauer StraÃŸe,,,track,tertiary,2,yes,30,Spandauer StraÃŸe,yes,10178,right,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391637.675158755 5820227.871940895, 391644.770219102 5820218.757236263, 391688.740580385 5820162.280123763)"
Anna-Louisa-Karsch-StraÃŸe,,,,tertiary,,,50,Anna-Louisa-Karsch-StraÃŸe,,10178,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neue FriedrichstraÃŸe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391654.753291265 5820236.173609000, 391647.370433617 5820232.586949145, 391641.476498998 5820229.724032278, 391637.675158755 5820227.871940895)"
Anna-Louisa-Karsch-StraÃŸe,,,,tertiary,,yes,30,Anna-Louisa-Karsch-StraÃŸe,,10178,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391744.742481167 5820283.400888987, 391731.109615286 5820276.491589898, 391686.518496968 5820252.396024775, 391672.752375428 5820245.300660546, 391666.624255768 5820241.975535512, 391654.753291265 5820236.173609000)"
GlinkastraÃŸe,,,,tertiary,1,yes,30,GlinkastraÃŸe,yes,10117,right,,asphalt,,,,,,,,,,,,,,,,,,,,,,opposite_lane,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390499.427284411 5819396.280862711, 390495.446648229 5819446.589045420, 390492.226953297 5819481.735458472, 390491.838928593 5819485.939267249, 390490.867342803 5819496.532281218)"
GlinkastraÃŸe,,,,tertiary,2,yes,50,GlinkastraÃŸe,,10117,both,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390506.394624618 5819300.994643776, 390507.298819142 5819288.900909448, 390513.388446553 5819212.951981152, 390514.289480936 5819201.626130957, 390520.343155561 5819102.788420728)"
KÃ¶penicker StraÃŸe,,,lane,tertiary,1,yes,50,KÃ¶penicker StraÃŸe,yes,10179,right,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392352.654266315 5819098.794197768, 392361.383093582 5819095.920674331, 392375.650928527 5819093.003373845, 392396.404249060 5819090.477784714, 392416.568436072 5819088.020859019, 392436.342772754 5819086.051059576, 392446.677596804 5819085.201019917, 392461.024550780 5819084.029253311)"
KÃ¶penicker StraÃŸe,,,lane,tertiary,1,,50,KÃ¶penicker StraÃŸe,yes,10179,right,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392354.833713112 5819119.810708060, 392339.723029413 5819125.150139644, 392314.189770877 5819139.387049831)"
ReinhardtstraÃŸe,,,,tertiary,2,yes,50,ReinhardtstraÃŸe,,10117,both,,asphalt,,,Ãœbergeordnete StraÃŸe; Stufe III,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390460.423796183 5820493.419351657, 390433.003984351 5820486.799784969, 390394.870222843 5820477.604854309)"
Hackescher Markt,,,,tertiary,,yes,50,Hackescher Markt,yes,10178,,,asphalt,,,ErgÃ¤nzungsstraÃŸe mit besonderer Bedeutung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391604.559950113 5820487.065667794, 391584.687129798 5820483.711091466)"
An der MichaelbrÃ¼cke,,,,tertiary,,,50,An der MichaelbrÃ¼cke,,10179,both,,asphalt,,,,,3,1,,left|through|none,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393056.762125122 5819310.585228143, 393050.022349757 5819299.460239658, 393048.232760795 5819296.472638436, 393031.526043676 5819268.829569012, 393021.026803311 5819250.631744219)"
Am Friedrichshain,,,lane,tertiary,,,50,Am Friedrichshain,yes,10407,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393087.556747546 5820959.150748589, 393079.950646867 5820962.020825274, 393077.036071333 5820963.119331484, 393068.164441547 5820966.462164227)"
Hackescher Markt,,,,tertiary,,yes,30,Hackescher Markt,,10178,,,asphalt,,,ErgÃ¤nzungsstraÃŸe mit besonderer Bedeutung,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391604.559950113 5820487.065667794, 391625.557126138 5820470.688451090)"
Geschwister-Scholl-StraÃŸe,,,,tertiary,,yes,30,Geschwister-Scholl-StraÃŸe,,10117,both,,asphalt,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390896.507005078 5820104.141678716, 390896.837230572 5820101.597216505, 390897.219692171 5820098.350548315)"
Geschwister-Scholl-StraÃŸe,,,,tertiary,,yes,30,Geschwister-Scholl-StraÃŸe,,10117,both,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390894.427727827 5820120.801591612, 390896.507005078 5820104.141678716)"
InselstraÃŸe,,,,tertiary,,yes,30,InselstraÃŸe,,10179,both,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392314.189770877 5819139.387049831, 392255.881784771 5819192.957340603)"
InselstraÃŸe,,,,tertiary,,yes,30,InselstraÃŸe,,10179,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392255.881784771 5819192.957340603, 392248.080860438 5819200.350684134, 392224.725511614 5819233.011888660, 392217.597943726 5819243.851134588, 392210.369780345 5819254.436672263)"
Spandauer StraÃŸe,,,track,tertiary,2,yes,50,Spandauer StraÃŸe,yes,10178,right,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left;through|through;right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391688.740580385 5820162.280123763, 391691.942229614 5820158.192255260, 391702.602715832 5820144.547755827, 391732.985271085 5820104.962812736, 391735.103103919 5820102.200863074, 391739.477072083 5820096.484740546, 391742.465883449 5820092.590782332, 391754.128164432 5820077.577824139)"
Oranienburger StraÃŸe,,,lane,tertiary,2,,50,Oranienburger StraÃŸe,yes,10117,both,,asphalt,,,ErgÃ¤nzungsstraÃŸe mit besonderer Bedeutung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390665.629353685 5820780.801543968, 390629.521070904 5820795.617719078, 390624.102537735 5820797.630463180)"
An der Spandauer BrÃ¼cke,,,,tertiary,,yes,30,An der Spandauer BrÃ¼cke,,10178,both,,asphalt,,,ErgÃ¤nzungsstraÃŸe mit besonderer Bedeutung,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391733.127468641 5820337.982571063, 391736.697366412 5820330.292373766, 391742.535038468 5820317.722671568, 391745.766056208 5820310.974691313)"
InvalidenstraÃŸe,,,,tertiary,2,,30,InvalidenstraÃŸe,,10115,both,,asphalt,,,,,,,,,,use_sidepath,,,,,,,,,,,,,,,,,track,,,,,,,,,,,,,,,,,,,,,DE:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390659.103954259 5821386.293800029, 390719.980195257 5821394.103715776, 390727.684068570 5821395.089029777, 390750.026985338 5821397.962049449, 390753.967339215 5821398.463882940, 390772.553254078 5821400.842206801)"
FranzÃ¶sische StraÃŸe,,,,tertiary,4,yes,50,FranzÃ¶sische StraÃŸe,,10117,both,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390490.867342803 5819496.532281218, 390502.559233372 5819497.517212765, 390505.789988711 5819497.789953195, 390678.433233656 5819512.327960854, 390683.609288843 5819512.768829146, 390692.981576947 5819513.550042106)"
MemhardstraÃŸe,,,lane,tertiary,2,yes,50,MemhardstraÃŸe,yes,10178,right,,asphalt,,,Ãœbergeordnete StraÃŸe; Stufe II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left;through|through;right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392195.657150738 5820498.174974248, 392219.460415256 5820496.961093521, 392225.186732763 5820496.556870652, 392245.825749393 5820495.279230750)"
Hackescher Markt,,,,tertiary,,yes,30,Hackescher Markt,,10178,,,asphalt,,,ErgÃ¤nzungsstraÃŸe mit besonderer Bedeutung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391625.557126138 5820470.688451090, 391634.992700312 5820462.768209371, 391637.497816162 5820460.954612206, 391645.254200093 5820455.363836525)"
